gid,role,role_score,cluster_id,priority_score,evidence,role_label,rank,depth,is_seed,in_deg,out_deg,in_kzt,out_kzt,in_tx,out_tx,pass_through,seed_payers,seeds_upstream,from_consolidators,betweenness,fast_out_share,max_payers_same_day,n_cycles,n_mutual,route_hits,forward_prob,flags,rule
100000002812641100,peripheral,0.9,9,0.1948,"Вход 10 000 ₸ от 1 плательщика, выход 7 024 ₸ 1 получателю. Пороги ролей не достигнуты, признаков роли нет.",Периферия,,2,False,1,1,10000.0,7023.95,1,1,0.7024,0,8,1,0.0,1.0,1,0,1,0,,fast_transit;mutual_transfers,none
100000005061890100,peripheral,0.9,3,0.1948,"Вход 90 000 ₸ от 1 плательщика, выход 0 ₸ 0 получателям. Пороги ролей не достигнуты, признаков роли нет.",Периферия,,3,False,1,0,90000.0,0.0,1,0,0.0,0,7,0,0.0,,1,0,0,0,,,none
100000000945428100,peripheral,0.9,2,0.1947,"Вход 89 629 ₸ от 1 плательщика, выход 0 ₸ 0 получателям. Пороги ролей не достигнуты, признаков роли нет.",Периферия,,1,False,1,0,89629.0,0.0,1,0,0.0,1,7,0,0.0,,1,0,0,0,,,none
100000001083990100,peripheral,0.9,12,0.1946,"Вход 49 900 ₸ от 1 плательщика, выход 0 ₸ 0 получателям. Пороги ролей не достигнуты, признаков роли нет.",Периферия,,2,False,1,0,49900.0,0.0,2,0,0.0,0,8,0,0.0,,1,0,0,0,,,none
100000002132479100,peripheral,0.9,14,0.1946,"Вход 30 000 ₸ от 1 плательщика, выход 20 000 ₸ 1 получателю. Пороги ролей не достигнуты, признаков роли нет.",Периферия,,2,False,1,1,30000.0,20000.0,2,1,0.6667,0,8,0,0.0,,1,0,1,0,,mutual_transfers,none
100000007749747100,peripheral,0.4,5,0.1946,4-е колено: исходящие не собирались (обрыв выборки). Вход 50 000 ₸ от 1 плательщика. Конечным получателем не считаем. Похожие узлы 1-3 колена пересылают дальше в 27% случаев.,Периферия,,4,False,1,0,50000.0,0.0,1,0,0.0,0,8,0,0.0,,1,0,0,0,0.2693,cutoff_depth4,cutoff
100000002983426100,peripheral,0.9,9,0.1945,"Вход 88 945 ₸ от 1 плательщика, выход 0 ₸ 0 получателям. Пороги ролей не достигнуты, признаков роли нет.",Периферия,,3,False,1,0,88945.0,0.0,1,0,0.0,0,7,0,0.0,,1,0,0,0,,,none
100000000943371100,peripheral,0.9,11,0.1943,"Вход 15 500 ₸ от 1 плательщика, выход 0 ₸ 0 получателям. Пороги ролей не достигнуты, признаков роли нет.",Периферия,,2,False,1,0,15500.0,0.0,1,0,0.0,0,10,0,0.0,,1,0,0,0,,,none
100000008422226100,peripheral,0.9,2,0.1941,"Вход 87 450 ₸ от 1 плательщика, выход 0 ₸ 0 получателям. Пороги ролей не достигнуты, признаков роли нет.",Периферия,,3,False,1,0,87450.0,0.0,1,0,0.0,0,7,0,0.0,,1,0,0,0,,,none
100000003636627100,peripheral,0.9,8,0.194,"Вход 77 000 ₸ от 1 плательщика, выход 10 000 ₸ 1 получателю. Пороги ролей не достигнуты, признаков роли нет.",Периферия,,3,False,1,1,77000.0,10000.0,8,1,0.1299,0,7,0,0.0,,1,0,1,0,,mutual_transfers,none
100000005093521100,peripheral,0.9,3,0.1939,"Вход 15 200 ₸ от 1 плательщика, выход 0 ₸ 0 получателям. Пороги ролей не достигнуты, признаков роли нет.",Периферия,,1,False,1,0,15200.0,0.0,1,0,0.0,1,10,0,0.0,,1,0,0,0,,,none
100000007020162100,peripheral,0.9,14,0.1938,"Вход 86 395 ₸ от 1 плательщика, выход 0 ₸ 0 получателям. Пороги ролей не достигнуты, признаков роли нет.",Периферия,,3,False,1,0,86395.0,0.0,1,0,0.0,0,7,0,0.0,,1,0,0,0,,,none
100000002791494100,peripheral,0.4,9,0.1937,4-е колено: исходящие не собирались (обрыв выборки). Вход 85 860 ₸ от 1 плательщика. Конечным получателем не считаем. Похожие узлы 1-3 колена пересылают дальше в 29% случаев.,Периферия,,4,False,1,0,85860.0,0.0,1,0,0.0,0,7,0,0.0,,1,0,0,0,0.2867,cutoff_depth4,cutoff
100000002653948100,peripheral,0.9,7,0.1935,"Вход 85 200 ₸ от 1 плательщика, выход 0 ₸ 0 получателям. Пороги ролей не достигнуты, признаков роли нет.",Периферия,,3,False,1,0,85200.0,0.0,1,0,0.0,0,7,0,0.0,,1,0,0,0,,,none
100000002926970100,peripheral,0.9,9,0.1935,"Вход 85 000 ₸ от 1 плательщика, выход 0 ₸ 0 получателям. Пороги ролей не достигнуты, признаков роли нет.",Периферия,,3,False,1,0,85000.0,0.0,1,0,0.0,0,7,0,0.0,,1,0,0,0,,,none
100000008735802100,peripheral,0.4,2,0.1935,4-е колено: исходящие не собирались (обрыв выборки). Вход 85 000 ₸ от 1 плательщика. Конечным получателем не считаем. Похожие узлы 1-3 колена пересылают дальше в 29% случаев.,Периферия,,4,False,1,0,85000.0,0.0,2,0,0.0,0,7,0,0.0,,1,0,0,0,0.2867,cutoff_depth4,cutoff
100000008737514100,peripheral,0.9,15,0.1935,"Вход 85 000 ₸ от 1 плательщика, выход 0 ₸ 0 получателям. Пороги ролей не достигнуты, признаков роли нет.",Периферия,,2,False,1,0,85000.0,0.0,1,0,0.0,0,7,0,0.0,,1,0,0,0,,,none
100000006595426100,peripheral,0.9,3,0.1934,"Вход 84 800 ₸ от 1 плательщика, выход 0 ₸ 0 получателям. Пороги ролей не достигнуты, признаков роли нет.",Периферия,,2,False,1,0,84800.0,0.0,3,0,0.0,0,7,0,0.0,,1,0,0,0,,,none
100000001046057100,peripheral,0.9,5,0.193,"Вход 83 420 ₸ от 1 плательщика, выход 0 ₸ 0 получателям. Пороги ролей не достигнуты, признаков роли нет.",Периферия,,3,False,1,0,83420.0,0.0,1,0,0.0,0,7,0,0.0,,1,0,0,0,,,none
100000003888197100,peripheral,0.9,7,0.193,"Вход 83 167 ₸ от 1 плательщика, выход 0 ₸ 0 получателям. Пороги ролей не достигнуты, признаков роли нет.",Периферия,,3,False,1,0,83167.0,0.0,1,0,0.0,0,7,0,0.0,,1,0,0,0,,,none
100000008729597100,peripheral,0.9,6,0.1929,"Вход 83 090 ₸ от 1 плательщика, выход 0 ₸ 0 получателям. Пороги ролей не достигнуты, признаков роли нет.",Периферия,,3,False,1,0,83090.0,0.0,1,0,0.0,0,7,0,0.0,,1,0,0,0,,,none
100000007754369100,peripheral,0.9,2,0.1928,"Вход 82 424 ₸ от 1 плательщика, выход 0 ₸ 0 получателям. Пороги ролей не достигнуты, признаков роли нет.",Периферия,,3,False,1,0,82424.0,0.0,1,0,0.0,0,7,0,0.0,,1,0,0,0,,,none
100000004674412100,peripheral,0.4,10,0.1927,4-е колено: исходящие не собирались (обрыв выборки). Вход 46 000 ₸ от 1 плательщика. Конечным получателем не считаем. Похожие узлы 1-3 колена пересылают дальше в 27% случаев.,Периферия,,4,False,1,0,46000.0,0.0,1,0,0.0,0,8,0,0.0,,1,0,0,0,0.2693,cutoff_depth4,cutoff
100000008174521100,peripheral,0.9,4,0.1927,"Вход 82 110 ₸ от 1 плательщика, выход 0 ₸ 0 получателям. Пороги ролей не достигнуты, признаков роли нет.",Периферия,,2,False,1,0,82110.0,0.0,1,0,0.0,0,7,0,0.0,,1,0,0,0,,,none
100000002516862100,peripheral,0.4,60,0.1926,4-е колено: исходящие не собирались (обрыв выборки). Вход 81 710 ₸ от 1 плательщика. Конечным получателем не считаем. Похожие узлы 1-3 колена пересылают дальше в 29% случаев.,Периферия,,4,False,1,0,81710.0,0.0,5,0,0.0,0,7,0,0.0,,1,0,0,0,0.2867,cutoff_depth4,cutoff
100000002748180100,peripheral,0.6,13,0.1924,"Вход 9 900 ₸ от 1 плательщика, выход 679 743 ₸ 8 получателям. Пороги ролей не достигнуты, признаков роли нет. Отдаёт больше, чем получил в выборке: есть источники вне данных.",Периферия,,1,False,1,8,9900.0,679743.0,1,9,68.6609,1,1,0,0.0,0.2648,1,0,0,0,,,none
100000005799271100,peripheral,0.9,10,0.1922,"Вход 45 000 ₸ от 1 плательщика, выход 0 ₸ 0 получателям. Пороги ролей не достигнуты, признаков роли нет.",Периферия,,2,False,1,0,45000.0,0.0,2,0,0.0,0,8,0,0.0,,1,0,0,0,,,none
100000006381453100,peripheral,0.4,5,0.1922,4-е колено: исходящие не собирались (обрыв выборки). Вход 45 000 ₸ от 1 плательщика. Конечным получателем не считаем. Похожие узлы 1-3 колена пересылают дальше в 27% случаев.,Периферия,,4,False,1,0,45000.0,0.0,1,0,0.0,0,8,0,0.0,,1,0,0,0,0.2693,cutoff_depth4,cutoff
100000008728457100,peripheral,0.9,10,0.1922,"Вход 45 000 ₸ от 1 плательщика, выход 0 ₸ 0 получателям. Пороги ролей не достигнуты, признаков роли нет.",Периферия,,1,False,1,0,45000.0,0.0,1,0,0.0,1,8,0,0.0,,1,0,0,0,,,none
100000004673335100,peripheral,0.4,31,0.1921,4-е колено: исходящие не собирались (обрыв выборки). Вход 80 000 ₸ от 1 плательщика. Конечным получателем не считаем. Похожие узлы 1-3 колена пересылают дальше в 29% случаев.,Периферия,,4,False,1,0,80000.0,0.0,1,0,0.0,0,7,0,0.0,,1,0,0,0,0.2867,cutoff_depth4,cutoff
100000005561741100,peripheral,0.9,9,0.192,"Вход 25 000 ₸ от 1 плательщика, выход 0 ₸ 0 получателям. Пороги ролей не достигнуты, признаков роли нет.",Периферия,,2,False,1,0,25000.0,0.0,1,0,0.0,0,9,0,0.0,,1,0,0,0,,,none
100000006679055100,peripheral,0.9,3,0.192,"Вход 25 000 ₸ от 1 плательщика, выход 0 ₸ 0 получателям. Пороги ролей не достигнуты, признаков роли нет.",Периферия,,2,False,1,0,25000.0,0.0,1,0,0.0,0,9,0,0.0,,1,0,0,0,,,none
100000003345947100,peripheral,0.4,6,0.1919,4-е колено: исходящие не собирались (обрыв выборки). Вход 79 500 ₸ от 1 плательщика. Конечным получателем не считаем. Похожие узлы 1-3 колена пересылают дальше в 29% случаев.,Периферия,,4,False,1,0,79500.0,0.0,6,0,0.0,0,7,0,0.0,,1,0,0,0,0.2867,cutoff_depth4,cutoff
100000007749092100,peripheral,0.9,4,0.1915,"Вход 7 650 ₸ от 1 плательщика, выход 70 375 ₸ 1 получателю. Пороги ролей не достигнуты, признаков роли нет. Отдаёт больше, чем получил в выборке: есть источники вне данных.",Периферия,,2,False,1,1,7650.0,70375.0,1,5,9.1993,0,7,0,0.0,,1,0,1,0,,mutual_transfers,none
100000002119762100,peripheral,0.4,7,0.1912,4-е колено: исходящие не собирались (обрыв выборки). Вход 77 000 ₸ от 1 плательщика. Конечным получателем не считаем. Похожие узлы 1-3 колена пересылают дальше в 29% случаев.,Периферия,,4,False,1,0,77000.0,0.0,6,0,0.0,0,7,0,0.0,,1,0,0,0,0.2867,cutoff_depth4,cutoff
100000005628518100,peripheral,0.9,17,0.1912,"Вход 77 000 ₸ от 1 плательщика, выход 0 ₸ 0 получателям. Пороги ролей не достигнуты, признаков роли нет.",Периферия,,3,False,1,0,77000.0,0.0,3,0,0.0,0,7,0,0.0,,1,0,0,0,,,none
100000003616818100,peripheral,0.7,25,0.1911,"Вход 78 000 ₸ от 3 плательщиков, выход 240 100 ₸ 3 получателям. Пороги ролей не достигнуты, признаков роли нет. Отдаёт больше, чем получил в выборке: есть источники вне данных.",Периферия,,1,False,3,3,78000.0,240100.0,4,8,3.0782,1,1,0,0.0,,1,12,2,0,,cycle;mutual_transfers,none
100000004655046100,peripheral,0.4,9,0.1911,4-е колено: исходящие не собирались (обрыв выборки). Вход 24 000 ₸ от 1 плательщика. Конечным получателем не считаем. Похожие узлы 1-3 колена пересылают дальше в 27% случаев.,Периферия,,4,False,1,0,24000.0,0.0,1,0,0.0,0,9,0,0.0,,1,0,0,0,0.2693,cutoff_depth4,cutoff
100000005878334100,peripheral,0.4,20,0.191,4-е колено: исходящие не собирались (обрыв выборки). Вход 76 400 ₸ от 1 плательщика. Конечным получателем не считаем. Похожие узлы 1-3 колена пересылают дальше в 29% случаев.,Периферия,,4,False,1,0,76400.0,0.0,2,0,0.0,0,7,0,0.0,,1,0,0,0,0.2867,cutoff_depth4,cutoff
100000002729875100,peripheral,0.4,9,0.1909,4-е колено: исходящие не собирались (обрыв выборки). Вход 76 000 ₸ от 1 плательщика. Конечным получателем не считаем. Похожие узлы 1-3 колена пересылают дальше в 29% случаев.,Периферия,,4,False,1,0,76000.0,0.0,1,0,0.0,0,7,0,0.0,,1,0,0,0,0.2867,cutoff_depth4,cutoff
100000001835625100,peripheral,0.9,7,0.1906,"Вход 75 130 ₸ от 1 плательщика, выход 0 ₸ 0 получателям. Пороги ролей не достигнуты, признаков роли нет.",Периферия,,3,False,1,0,75130.0,0.0,1,0,0.0,0,7,0,0.0,,1,0,0,0,,,none
100000004500781100,peripheral,0.4,14,0.1903,4-е колено: исходящие не собирались (обрыв выборки). Вход 74 000 ₸ от 1 плательщика. Конечным получателем не считаем. Похожие узлы 1-3 колена пересылают дальше в 29% случаев.,Периферия,,4,False,1,0,74000.0,0.0,5,0,0.0,0,7,0,0.0,,1,0,0,0,0.2867,cutoff_depth4,cutoff
100000000926766100,peripheral,0.9,26,0.1901,"Вход 18 750 ₸ от 1 плательщика, выход 6 000 ₸ 1 получателю. Пороги ролей не достигнуты, признаков роли нет.",Периферия,,3,False,1,1,18750.0,6000.0,1,1,0.32,0,7,0,0.0,1.0,1,0,1,0,,fast_transit;mutual_transfers,none
100000006952718100,peripheral,0.9,4,0.1895,"Вход 71 489 ₸ от 1 плательщика, выход 0 ₸ 0 получателям. Пороги ролей не достигнуты, признаков роли нет.",Периферия,,1,False,1,0,71489.0,0.0,1,0,0.0,1,7,0,0.0,,1,0,0,0,,,none
100000004979264100,peripheral,0.4,5,0.1894,4-е колено: исходящие не собирались (обрыв выборки). Вход 39 800 ₸ от 1 плательщика. Конечным получателем не считаем. Похожие узлы 1-3 колена пересылают дальше в 27% случаев.,Периферия,,4,False,1,0,39800.0,0.0,1,0,0.0,0,8,0,0.0,,1,0,0,0,0.2693,cutoff_depth4,cutoff
100000001052789100,peripheral,0.9,17,0.1893,"Вход 70 975 ₸ от 1 плательщика, выход 0 ₸ 0 получателям. Пороги ролей не достигнуты, признаков роли нет.",Периферия,,3,False,1,0,70975.0,0.0,1,0,0.0,0,7,0,0.0,,1,0,0,0,,,none
100000001853812100,peripheral,0.9,6,0.189,"Вход 70 000 ₸ от 1 плательщика, выход 0 ₸ 0 получателям. Пороги ролей не достигнуты, признаков роли нет.",Периферия,,3,False,1,0,70000.0,0.0,1,0,0.0,0,7,0,0.0,,1,0,0,0,,,none
100000002968096100,peripheral,0.4,6,0.189,4-е колено: исходящие не собирались (обрыв выборки). Вход 70 000 ₸ от 1 плательщика. Конечным получателем не считаем. Похожие узлы 1-3 колена пересылают дальше в 29% случаев.,Периферия,,4,False,1,0,70000.0,0.0,1,0,0.0,0,7,0,0.0,,1,0,0,0,0.2867,cutoff_depth4,cutoff
100000003610172100,peripheral,0.9,7,0.189,"Вход 70 000 ₸ от 1 плательщика, выход 0 ₸ 0 получателям. Пороги ролей не достигнуты, признаков роли нет.",Периферия,,3,False,1,0,70000.0,0.0,1,0,0.0,0,7,0,0.0,,1,0,0,0,,,none
100000006257675100,peripheral,0.4,22,0.189,4-е колено: исходящие не собирались (обрыв выборки). Вход 70 000 ₸ от 1 плательщика. Конечным получателем не считаем. Похожие узлы 1-3 колена пересылают дальше в 29% случаев.,Периферия,,4,False,1,0,70000.0,0.0,2,0,0.0,0,7,0,0.0,,1,0,0,0,0.2867,cutoff_depth4,cutoff
100000008027922100,peripheral,0.4,23,0.189,4-е колено: исходящие не собирались (обрыв выборки). Вход 70 000 ₸ от 1 плательщика. Конечным получателем не считаем. Похожие узлы 1-3 колена пересылают дальше в 29% случаев.,Периферия,,4,False,1,0,70000.0,0.0,1,0,0.0,0,7,0,0.0,,1,0,0,0,0.2867,cutoff_depth4,cutoff
100000008349740100,peripheral,0.4,37,0.189,4-е колено: исходящие не собирались (обрыв выборки). Вход 70 000 ₸ от 1 плательщика. Конечным получателем не считаем. Похожие узлы 1-3 колена пересылают дальше в 29% случаев.,Периферия,,4,False,1,0,70000.0,0.0,2,0,0.0,0,7,0,0.0,,1,0,0,0,0.2867,cutoff_depth4,cutoff
100000008314863100,peripheral,0.9,3,0.1885,"Вход 12 000 ₸ от 1 плательщика, выход 0 ₸ 0 получателям. Пороги ролей не достигнуты, признаков роли нет.",Периферия,,3,False,1,0,12000.0,0.0,1,0,0.0,0,10,0,0.0,,1,0,0,0,,,none
100000003133045100,peripheral,0.4,5,0.1883,4-е колено: исходящие не собирались (обрыв выборки). Вход 68 000 ₸ от 1 плательщика. Конечным получателем не считаем. Похожие узлы 1-3 колена пересылают дальше в 29% случаев.,Периферия,,4,False,1,0,68000.0,0.0,1,0,0.0,0,7,0,0.0,,1,0,0,0,0.2867,cutoff_depth4,cutoff
100000004747154100,peripheral,0.4,5,0.188,4-е колено: исходящие не собирались (обрыв выборки). Вход 67 000 ₸ от 1 плательщика. Конечным получателем не считаем. Похожие узлы 1-3 колена пересылают дальше в 29% случаев.,Периферия,,4,False,1,0,67000.0,0.0,1,0,0.0,0,7,0,0.0,,1,0,0,0,0.2867,cutoff_depth4,cutoff
100000006789108100,peripheral,0.9,10,0.188,"Вход 37 500 ₸ от 1 плательщика, выход 0 ₸ 0 получателям. Пороги ролей не достигнуты, признаков роли нет.",Периферия,,1,False,1,0,37500.0,0.0,1,0,0.0,1,8,0,0.0,,1,0,0,0,,,none
100000002236528100,peripheral,0.9,8,0.1877,"Вход 66 000 ₸ от 1 плательщика, выход 0 ₸ 0 получателям. Пороги ролей не достигнуты, признаков роли нет.",Периферия,,3,False,1,0,66000.0,0.0,1,0,0.0,0,7,0,0.0,,1,0,0,0,,,none
100000002778085100,peripheral,0.9,4,0.1877,"Вход 66 208 ₸ от 1 плательщика, выход 0 ₸ 0 получателям. Пороги ролей не достигнуты, признаков роли нет.",Периферия,,1,False,1,0,66208.0,0.0,1,0,0.0,1,7,0,0.0,,1,0,0,0,,,none
100000002511825100,peripheral,0.9,2,0.1873,"Вход 65 000 ₸ от 1 плательщика, выход 0 ₸ 0 получателям. Пороги ролей не достигнуты, признаков роли нет.",Периферия,,1,False,1,0,65000.0,0.0,1,0,0.0,1,7,0,0.0,,1,0,0,0,,,none
100000002599729100,peripheral,0.4,2,0.1873,4-е колено: исходящие не собирались (обрыв выборки). Вход 65 000 ₸ от 1 плательщика. Конечным получателем не считаем. Похожие узлы 1-3 колена пересылают дальше в 29% случаев.,Периферия,,4,False,1,0,65000.0,0.0,2,0,0.0,0,7,0,0.0,,1,0,0,0,0.2867,cutoff_depth4,cutoff
100000008659445100,peripheral,0.7,44,0.1865,"seed. Вход 138 490 ₸ от 3 плательщиков, выход 875 150 ₸ 4 получателям. Пороги ролей не достигнуты, признаков роли нет.",Периферия,,0,True,3,4,138490.0,875150.0,7,18,6.3192,0,0,0,0.0,0.5179,2,8,3,2,,seed;cycle;mutual_transfers;recurring_route,none
100000005723580100,peripheral,0.4,5,0.1864,4-е колено: исходящие не собирались (обрыв выборки). Вход 35 000 ₸ от 1 плательщика. Конечным получателем не считаем. Похожие узлы 1-3 колена пересылают дальше в 27% случаев.,Периферия,,4,False,1,0,35000.0,0.0,1,0,0.0,0,8,0,0.0,,1,0,0,0,0.2693,cutoff_depth4,cutoff
100000001386612100,peripheral,0.9,19,0.1863,"Вход 62 264 ₸ от 1 плательщика, выход 0 ₸ 0 получателям. Пороги ролей не достигнуты, признаков роли нет.",Периферия,,2,False,1,0,62264.0,0.0,1,0,0.0,0,7,1,0.0,,1,0,0,0,,,none
100000004005964100,peripheral,0.7,25,0.1862,"Вход 97 900 ₸ от 3 плательщиков, выход 72 000 ₸ 3 получателям. Пороги ролей не достигнуты, признаков роли нет.",Периферия,,1,False,3,3,97900.0,72000.0,9,5,0.7354,1,1,0,0.0,0.625,1,14,2,0,,fast_transit;cycle;mutual_transfers,none
100000008406609100,peripheral,0.9,19,0.1857,"Вход 34 000 ₸ от 1 плательщика, выход 0 ₸ 0 получателям. Пороги ролей не достигнуты, признаков роли нет.",Периферия,,2,False,1,0,34000.0,0.0,1,0,0.0,0,8,0,0.0,,1,0,0,0,,,none
100000005979037100,peripheral,0.4,6,0.1856,4-е колено: исходящие не собирались (обрыв выборки). Вход 60 300 ₸ от 1 плательщика. Конечным получателем не считаем. Похожие узлы 1-3 колена пересылают дальше в 29% случаев.,Периферия,,4,False,1,0,60300.0,0.0,1,0,0.0,0,7,0,0.0,,1,0,0,0,0.2867,cutoff_depth4,cutoff
100000001733216100,peripheral,0.4,2,0.1855,4-е колено: исходящие не собирались (обрыв выборки). Вход 60 000 ₸ от 1 плательщика. Конечным получателем не считаем. Похожие узлы 1-3 колена пересылают дальше в 29% случаев.,Периферия,,4,False,1,0,60000.0,0.0,2,0,0.0,0,7,0,0.0,,1,0,0,0,0.2867,cutoff_depth4,cutoff
100000001816678100,peripheral,0.4,3,0.1855,4-е колено: исходящие не собирались (обрыв выборки). Вход 60 000 ₸ от 1 плательщика. Конечным получателем не считаем. Похожие узлы 1-3 колена пересылают дальше в 29% случаев.,Периферия,,4,False,1,0,60000.0,0.0,1,0,0.0,0,7,0,0.0,,1,0,0,0,0.2867,cutoff_depth4,cutoff
100000002242066100,peripheral,0.4,36,0.1855,4-е колено: исходящие не собирались (обрыв выборки). Вход 60 000 ₸ от 1 плательщика. Конечным получателем не считаем. Похожие узлы 1-3 колена пересылают дальше в 29% случаев.,Периферия,,4,False,1,0,60000.0,0.0,1,0,0.0,0,7,0,0.0,,1,0,0,0,0.2867,cutoff_depth4,cutoff
100000002404112100,peripheral,0.4,27,0.1855,4-е колено: исходящие не собирались (обрыв выборки). Вход 60 000 ₸ от 1 плательщика. Конечным получателем не считаем. Похожие узлы 1-3 колена пересылают дальше в 29% случаев.,Периферия,,4,False,1,0,60000.0,0.0,1,0,0.0,0,7,0,0.0,,1,0,0,0,0.2867,cutoff_depth4,cutoff
100000002505277100,peripheral,0.4,2,0.1855,4-е колено: исходящие не собирались (обрыв выборки). Вход 60 000 ₸ от 1 плательщика. Конечным получателем не считаем. Похожие узлы 1-3 колена пересылают дальше в 29% случаев.,Периферия,,4,False,1,0,60000.0,0.0,1,0,0.0,0,7,0,0.0,,1,0,0,0,0.2867,cutoff_depth4,cutoff
100000003192220100,peripheral,0.9,4,0.1855,"Вход 60 000 ₸ от 1 плательщика, выход 0 ₸ 0 получателям. Пороги ролей не достигнуты, признаков роли нет.",Периферия,,2,False,1,0,60000.0,0.0,2,0,0.0,0,7,0,0.0,,1,0,0,0,,,none
100000004326224100,peripheral,0.4,7,0.1855,4-е колено: исходящие не собирались (обрыв выборки). Вход 60 000 ₸ от 1 плательщика. Конечным получателем не считаем. Похожие узлы 1-3 колена пересылают дальше в 29% случаев.,Периферия,,4,False,1,0,60000.0,0.0,1,0,0.0,0,7,0,0.0,,1,0,0,0,0.2867,cutoff_depth4,cutoff
100000004777215100,peripheral,0.4,22,0.1855,4-е колено: исходящие не собирались (обрыв выборки). Вход 60 000 ₸ от 1 плательщика. Конечным получателем не считаем. Похожие узлы 1-3 колена пересылают дальше в 29% случаев.,Периферия,,4,False,1,0,60000.0,0.0,1,0,0.0,0,7,0,0.0,,1,0,0,0,0.2867,cutoff_depth4,cutoff
100000007042175100,peripheral,0.4,2,0.1855,4-е колено: исходящие не собирались (обрыв выборки). Вход 60 000 ₸ от 1 плательщика. Конечным получателем не считаем. Похожие узлы 1-3 колена пересылают дальше в 29% случаев.,Периферия,,4,False,1,0,60000.0,0.0,1,0,0.0,0,7,0,0.0,,1,0,0,0,0.2867,cutoff_depth4,cutoff
100000008669310100,peripheral,0.9,2,0.1853,"Вход 59 567 ₸ от 1 плательщика, выход 0 ₸ 0 получателям. Пороги ролей не достигнуты, признаков роли нет.",Периферия,,3,False,1,0,59567.0,0.0,2,0,0.0,0,7,0,0.0,,1,0,0,0,,,none
100000001805543100,peripheral,0.9,4,0.1851,"Вход 59 000 ₸ от 1 плательщика, выход 0 ₸ 0 получателям. Пороги ролей не достигнуты, признаков роли нет.",Периферия,,1,False,1,0,59000.0,0.0,1,0,0.0,1,7,0,0.0,,1,0,0,0,,,none
100000004526651100,peripheral,0.4,5,0.185,4-е колено: исходящие не собирались (обрыв выборки). Вход 33 000 ₸ от 1 плательщика. Конечным получателем не считаем. Похожие узлы 1-3 колена пересылают дальше в 27% случаев.,Периферия,,4,False,1,0,33000.0,0.0,1,0,0.0,0,8,0,0.0,,1,0,0,0,0.2693,cutoff_depth4,cutoff
100000008701256100,peripheral,0.9,6,0.1848,"Вход 58 250 ₸ от 1 плательщика, выход 0 ₸ 0 получателям. Пороги ролей не достигнуты, признаков роли нет.",Периферия,,2,False,1,0,58250.0,0.0,1,0,0.0,0,7,0,0.0,,1,0,0,0,,,none
100000008757301100,peripheral,0.4,2,0.1848,4-е колено: исходящие не собирались (обрыв выборки). Вход 58 398 ₸ от 1 плательщика. Конечным получателем не считаем. Похожие узлы 1-3 колена пересылают дальше в 29% случаев.,Периферия,,4,False,1,0,58398.0,0.0,3,0,0.0,0,7,0,0.0,,1,0,0,0,0.2867,cutoff_depth4,cutoff
100000003247600100,peripheral,0.4,3,0.1847,4-е колено: исходящие не собирались (обрыв выборки). Вход 58 000 ₸ от 1 плательщика. Конечным получателем не считаем. Похожие узлы 1-3 колена пересылают дальше в 29% случаев.,Периферия,,4,False,1,0,58000.0,0.0,1,0,0.0,0,7,0,0.0,,1,0,0,0,0.2867,cutoff_depth4,cutoff
100000000942301100,peripheral,0.9,2,0.1845,"Вход 57 580 ₸ от 1 плательщика, выход 0 ₸ 0 получателям. Пороги ролей не достигнуты, признаков роли нет.",Периферия,,3,False,1,0,57580.0,0.0,2,0,0.0,0,7,0,0.0,,1,0,0,0,,,none
100000002380341100,peripheral,0.9,2,0.1845,"Вход 57 566 ₸ от 1 плательщика, выход 0 ₸ 0 получателям. Пороги ролей не достигнуты, признаков роли нет.",Периферия,,3,False,1,0,57566.4,0.0,1,0,0.0,0,7,0,0.0,,1,0,0,0,,,none
100000002845605100,peripheral,0.9,2,0.1845,"Вход 57 567 ₸ от 1 плательщика, выход 0 ₸ 0 получателям. Пороги ролей не достигнуты, признаков роли нет.",Периферия,,1,False,1,0,57567.0,0.0,1,0,0.0,1,7,0,0.0,,1,0,0,0,,,none
100000001251686100,peripheral,0.9,3,0.1844,"Вход 18 000 ₸ от 1 плательщика, выход 0 ₸ 0 получателям. Пороги ролей не достигнуты, признаков роли нет.",Периферия,,2,False,1,0,18000.0,0.0,1,0,0.0,0,9,0,0.0,,1,0,0,0,,,none
100000001145749100,peripheral,0.9,3,0.1843,"Вход 10 000 ₸ от 1 плательщика, выход 0 ₸ 0 получателям. Пороги ролей не достигнуты, признаков роли нет.",Периферия,,3,False,1,0,10000.0,0.0,1,0,0.0,0,10,0,0.0,,1,0,0,0,,,none
100000002752565100,peripheral,0.4,6,0.1843,4-е колено: исходящие не собирались (обрыв выборки). Вход 57 000 ₸ от 1 плательщика. Конечным получателем не считаем. Похожие узлы 1-3 колена пересылают дальше в 29% случаев.,Периферия,,4,False,1,0,57000.0,0.0,1,0,0.0,0,7,0,0.0,,1,0,0,0,0.2867,cutoff_depth4,cutoff
100000006557763100,peripheral,0.9,3,0.1843,"Вход 10 000 ₸ от 1 плательщика, выход 0 ₸ 0 получателям. Пороги ролей не достигнуты, признаков роли нет.",Периферия,,2,False,1,0,10000.0,0.0,1,0,0.0,0,10,0,0.0,,1,0,0,0,,,none
